Player,birthDate,Age
Nolan Clenney,1996-06-16,28.84
Tyler Cleveland,1999-09-09,25.61
Patrick Clohisy,2001-12-06,23.37
Cutter Coffey,2004-05-21,20.91
Maick Collado,2002-12-24,22.32
Jose Colmenares,2002-04-03,23.05
Aaron Combs,2001-12-28,23.31
Yerlin Confidan,2002-12-16,22.34
Cole Conn,2001-07-11,23.78
Caden Connor,2000-08-02,24.71
Casey Cook,2002-10-02,22.55
Riley Cooper,2001-10-19,23.5
Patrick Copen,2002-02-15,23.18
Riley Cornelio,2000-06-06,24.87
Daniel Corniel,2004-07-07,20.79
Chris Cortez,2002-10-06,22.54
Jack Costello,2001-05-17,23.93
Isaiah Coupet,2002-09-27,22.56
Matt Coutney,1999-07-08,25.79
Brenner Cox,2004-05-11,20.94
Jonah Cox,2001-08-04,23.71
Jacob Cozart,2003-01-09,22.28
Luke Craig,2001-08-06,23.7
Demetrio Crisantes,2004-09-05,20.62
Wyatt Crowell,2001-10-13,23.52
Armando Cruz,2004-01-16,21.26
Nicolas Cruz,2004-04-23,20.99
Danyer Cueva,2004-05-27,20.9
Kaelen Culpepper,2002-12-29,22.31
Bryce Cunningham,2002-12-20,22.33
Carter Cunningham,2000-11-06,24.45
Jake Cunningham,2002-07-03,22.8
Michael Curialle,2001-06-16,23.84
Aidan Curry,2002-07-25,22.74
Khristian Curtis,2002-05-09,22.95
J.J. D'Orazio,2001-12-28,23.31
Elijah Dale,2001-01-07,24.28
Joey Danielson,2001-01-11,24.27
David Davalillo,2002-09-21,22.58
Bo Davidson,2002-07-05,22.79
Jose Davila,2002-11-09,22.44
Luke Davis,2003-01-09,22.28
Marc Davis,1999-11-11,25.44
Tyler Davis,2002-02-02,23.21
Cam Day,2002-07-25,22.74
Nick Dean,2000-12-26,24.31
Noah Dean,2001-03-10,24.11
Danny De Andrade,2004-04-10,21.03
Kyle DeBarge,2003-07-15,21.77
Cameron Decker,2003-09-22,21.58
Jaycob Deese,2000-05-30,24.89
Randy De Jesus,2005-02-13,20.18
Franck De La Rosa,2000-06-09,24.86
Fraymi De Leon,2004-09-28,20.56
Keiner Delgado,2004-01-05,21.29
Anderson De Los Santos,2004-01-11,21.27
Jefrey De Los Santos,2003-05-30,21.89
Juan De Los Santos,2002-05-25,22.9
Dylan DeLucia,2000-08-01,24.72
Carson DeMartini,2002-12-27,22.31
Cade Denton,2001-12-28,23.31
Josue De Paula,2005-05-24,19.91
Kyle Dernedde,2000-11-08,24.45
Jose Devers,2003-05-17,21.93
Leo De Vries,2006-10-11,18.52
Khadim Diaw,2003-08-23,21.66
Giomar Diaz,2002-11-23,22.41
Jhon Diaz,2002-10-01,22.55
Joel Diaz,2004-02-26,21.15
Wilman Diaz,2003-11-15,21.43
Jared Dickey,2002-03-01,23.14
Arturo Disla,2000-10-08,24.53
Jordan Dissin,2002-05-29,22.89
Rayne Doncon,2003-09-22,21.58
Anthony Donofrio,2000-06-28,24.81
Drew Dowd,2002-01-03,23.29
Dylan Dreiling,2003-04-17,22.01
Jay Driver,2002-02-25,23.15
Gavin Dugas,2000-05-19,24.92
Titus Dumitru,2003-05-17,21.93
Ross Dunn,2002-02-20,23.16
Brendan Durfee,2001-07-31,23.72
Hayden Durke,2002-05-01,22.97
Daniel Eagen,2002-11-23,22.41
Konner Eaton,2002-11-30,22.39
Weston Eberly,2001-01-07,24.28
Steven Echavarria,2005-08-06,19.7
Brian Edgington,1998-09-02,26.63
Derrick Edington,1999-07-22,25.75
Garrett Edwards,2002-01-03,23.29
Kenten Egbert,2001-07-09,23.78
Zach Ehrhard,2003-01-21,22.25
Brandon Eike,2001-10-01,23.55
Clark Elliott,2000-09-29,24.56
Colt Emerson,2005-07-20,19.75
Haden Erbe,1998-08-13,26.69
Brenny Escanio,2002-12-16,22.34
Maikol Escotto,2002-06-04,22.88
Carlos Espinosa,2001-08-08,23.7
Lizandro Espinoza,2002-11-20,22.41
Jaydenn Estanista,2001-10-03,23.55
Aron Estrada,2005-01-13,20.27
E.J. Exposito,2001-05-04,23.96
John Michael Faile,2000-05-11,24.94
Trey Faltine,2001-01-08,24.28
Caleb Farmer,1999-09-08,25.62
Caden Favors,2001-08-29,23.64
Daniel Federman,1998-09-18,26.59
Mailon Felix,1999-11-29,25.39
Albert Feliz,2002-04-13,23.02
Jackson Feltner,2001-09-19,23.58
Jaime Ferrer,2002-12-27,22.31
Colin Fields,2000-03-18,25.09
Gleider Figuereo,2004-06-27,20.81
Jeferson Figueroa,2000-08-22,24.66
Cam Fisher,2001-06-12,23.85
Brian Fitzpatrick,2000-06-01,24.88
William Fleming,1999-03-06,26.12
Stu Flesland III,2000-10-01,24.55
Anthony Flores,2004-10-21,20.5
Juan Flores,2006-02-13,19.18
T.J. Fondtain,2001-02-22,24.16
Garret Forrester,2001-11-11,23.44
Michael Forret,2004-04-06,21.04
Cole Foster,2001-10-08,23.53
Rio Foster,2003-06-18,21.84
Luke Fox,2002-01-04,23.29
Phil Fox,2002-10-26,22.48
Junior Franco,2002-09-13,22.6
Sadrac Franco,2000-06-04,24.88
Carter Frederick,2002-07-02,22.8
Dominic Freeberger,2000-04-05,25.04
Riley Frey,2002-04-19,23.0
Tomas Frick,2000-10-11,24.52
Didier Fuentes,2005-06-17,19.84
Ocean Gabonia,2001-07-31,23.72
Ryan Galanie,2000-06-20,24.83
Pat Gallagher,2000-06-30,24.8
Ryan Gallagher,2003-01-19,22.25
Isaac Gallegos,2002-09-17,22.59
Darvin Garcia,1999-04-25,25.99
David Garcia,2000-02-06,25.2
Eduardo Garcia,2002-07-10,22.78
Leonard Garcia,2003-08-11,21.69
Reivaj Garcia,2001-08-12,23.69
Saul Garcia,2003-06-11,21.86
Yhoswar Garcia,2001-09-13,23.6
Nate Garkow,1997-09-04,27.62
Jake Garland,2000-09-26,24.56
Drew Garrett,2000-06-20,24.83
Andy Garriola,1999-12-15,25.35
Sandy Gaston,2001-12-16,23.34
Thomas Gavello,2001-06-06,23.87
Jon Jon Gazdar,2002-03-03,23.13
Kendall George,2004-10-29,20.47
Luis German,2001-10-14,23.52
Nestor German,2002-02-26,23.15
Kyle Gibson,1987-10-23,37.49
Trey Gibson,2002-05-18,22.92
Max Gieg,2001-06-08,23.87
Geoffrey Gilbert,2001-05-03,23.96
Gary Gill Hill,2004-09-20,20.58
Hayden Gilliland,2001-10-29,23.47
Brett Gillis,1999-09-29,25.56
Brendan Girton,2001-11-10,23.44
Peyton Glavine,1999-03-23,26.08
Ben Gobbel,1999-11-02,25.46
Luke Gold,2000-10-10,24.53
Antonio Gomez,2001-11-13,23.43
Henry Gomez,2001-10-17,23.51
Kenni Gomez,2005-05-14,19.93
Yorman Gomez,2002-11-10,22.44
Angel Gonzalez,2002-08-26,22.65
Bryan Gonzalez,2001-09-18,23.59
Cristian Gonzalez,2001-10-22,23.49
Esteban Gonzalez,2003-03-19,22.09
Gabriel Gonzalez,2004-01-04,21.29
Jose Gonzalez,2000-08-15,24.68
Jose Gonzalez,2001-08-05,23.71
Joseilyn Gonzalez,2002-04-08,23.03
Nick Goodwin,2001-09-06,23.62
Austin Gordon,2003-06-14,21.85
Lucas Gordon,2002-02-13,23.18
R.J. Gordon,2001-10-21,23.5
Duce Gourson,2002-09-20,22.58
Jace Grady,2001-05-25,23.9
Peyton Graham,2001-01-26,24.23
Mavis Graves,2003-11-20,21.42
Elijah Green,2003-12-04,21.38
Rodney Green Jr.,2003-04-12,22.02
Rob Griswold,1998-07-13,26.77
Josh Grosz,2002-09-05,22.62
Jose Guedez,2001-09-27,23.56
Eduardo Guerrero,2005-05-09,19.95
Daniel Guilarte,2003-10-29,21.48
Garret Guillemette,2001-09-04,23.62
Harry Gustin,2002-05-06,22.96
Anthony Gutierrez,2004-11-25,20.4
Roque Gutierrez,2002-09-07,22.62
Diego Guzman,2003-09-12,21.6
Hunter Haas,2002-04-07,23.04
Anthony Hall,2001-02-09,24.19
Bubba Hall,2000-04-10,25.03
Noah Hall,2001-03-30,24.06
Tanner Hall,2002-03-18,23.09
Tayden Hall,2003-01-12,22.27
Ryan Harbin,2001-08-06,23.7
Tyson Hardin,2001-11-19,23.42
Theo Hardy,2001-11-27,23.39
Josh Harlow,2001-04-18,24.01
Kalae Harrison,2002-06-05,22.87
Jay Harry,2002-07-18,22.76
Josh Hartle,2003-03-24,22.08
Clete Hartzog,2001-06-12,23.85
Dakota Hawkins,2000-03-20,25.08
Garrett Hawkins,2000-02-10,25.19
Ryan Hawks,2000-11-24,24.4
Luke Hayden,2002-12-05,22.37
Hunter Hayes,2000-08-05,24.71
Josh Hejka,1997-03-20,28.08
Raylin Heredia,2003-11-10,21.44
Angel Hernandez,2000-05-06,24.96
Arxy Hernandez,2003-07-29,21.73
Cristian Hernandez,2003-12-13,21.35
Ben Hernandez,2001-07-01,23.8
Herick Hernandez,2003-08-11,21.69
Omar Hernandez,2001-12-10,23.36
Ronald Hernandez,2003-10-23,21.49
Eduardo Herrera,2000-01-05,25.29
Welinton Herrera,2004-04-03,21.05
Ben Hess,2002-09-03,22.63
Kyle Hess,1999-05-20,25.92
Kehden Hettiger,2004-05-25,20.9
Alejandro Hidalgo,2003-05-22,21.91
P.J. Hilson,2000-08-25,24.65
Yaramil Hiraldo,1995-12-31,29.3
Carson Hobbs,2002-02-27,23.14
Caleb Hobson,2002-01-24,23.24
Vance Honeycutt,2003-05-17,21.93
Zyhir Hope,2005-01-19,20.25
Bryson Horne,1999-03-06,26.12
Jackson Hornung,2001-02-06,24.2
Mac Horvath,2001-07-22,23.75
Preston Howey,2002-06-20,22.83
Chance Huff,2000-04-19,25.0
Eiker Huizi,2000-09-24,24.57
Jackson Humphries,2004-07-20,20.75
Jonah Hurney,2000-03-03,25.13
Braxton Hyde,2001-06-06,23.87
Ryan Ignoffo,2000-07-21,24.75
Jojo Ingrassia,2002-07-24,22.74
Garrett Irvin,1999-02-18,26.17
Edgar Isea,2002-08-20,22.67
Jordan Jackson,1998-10-14,26.52
Carson Jacobs,2001-08-17,23.67
Tanner Jacobson,2000-01-24,25.24
Justin Janas,2000-09-18,24.59
Walker Janek,2002-09-24,22.57
Jack Jasiak,2001-03-06,24.12
Chase Jaworsky,2004-07-31,20.72
Madison Jeffrey,2000-03-14,25.1
Andrew Jenkins,2000-11-03,24.46
Brody Jessee,2000-12-01,24.38
Carlos Jimenez,2002-07-14,22.77
Estibenzon Jimenez,2002-01-25,23.23
Marco Jimenez,1999-12-06,25.37
Yeuris Jimenez,2001-03-23,24.08
Brayden Jobert,2000-11-14,24.43
Kolby Johnson,1999-09-08,25.62
Marcus Johnson,2000-12-11,24.36
Marques Johnson,2000-07-04,24.79
Druw Jones,2003-11-28,21.39
Brendan Jones,2002-04-24,22.99
Carson Jones,2000-09-29,24.56
Keith Jones II,2002-04-29,22.98
Holt Jones,1999-05-08,25.95
Carlos Jorge,2003-09-22,21.58
Grant Judkins,1997-08-06,27.7
Gage Jump,2003-04-12,22.02
Brian Kalmer,2000-08-17,24.67
Tommy Kane,2001-10-31,23.47
Braedon Karpathios,2003-06-19,21.84
Wes Kath,2002-08-03,22.71
Chris Kean,2002-06-12,22.86
Sebastian Keane,2000-11-02,24.46
Matt Keating,2000-12-08,24.36
Seth Keener,2001-10-04,23.54
Jared Kelley,2001-10-03,23.55
Antwone Kelly,2003-09-01,21.63
William Kempner,2001-06-18,23.84
Caden Kendle,2002-03-13,23.1
Michael Kennedy,2004-11-30,20.39
Jackson Kent,2003-02-10,22.19
Caleb Ketchup,2002-01-04,23.29
Keythel Key,2003-10-10,21.53
Sean Keys,2003-05-26,21.9
Larson Kindreich,1999-06-21,25.83
Seaver King,2003-04-25,21.99
Danny Kirwin,1999-11-12,25.44
Christian Knapczyk,2001-12-16,23.34
Sam Knowlton,2000-06-15,24.85
Ian Koenig,2001-04-09,24.03
Addison Kopack,2001-08-06,23.7
Sam Kulasingam,2001-07-10,23.78
Joshua Kuroda-Grauer,2003-01-31,22.22
Carlos Lagrange,2003-05-25,21.91
Ryan Lambert,2002-09-02,22.63
Jackson Lancaster,1999-03-22,26.08
Ty Langenberg,2001-12-08,23.36
Colby Langford,2002-04-30,22.97
Cale Lansville,2003-01-06,22.29
Tyler LaPorte,1997-04-09,28.03
Wilfredo Lara,2004-04-28,20.98
Justin Lawson,2000-12-01,24.38
Hudson Leach,2002-06-16,22.84
Bennett Lee,2002-04-26,22.98
Jeremy Lee,2001-09-07,23.62
Carlos Lequerica,2000-09-06,24.62
Dylan Lesko,2003-09-07,21.62
Bishop Letson,2004-09-15,20.59
Zach Levenson,2002-03-06,23.12
Alexis Liebano,2003-03-08,22.12
Oswaldo Linares,2003-04-28,21.98
Matthew Linskey,2002-04-19,23.0
Drake Logan,2000-09-05,24.62
Gavin Logan,2000-01-14,25.26
Caleb Lomavita,2002-11-18,22.42
George Lombard Jr.,2005-06-02,19.88
Ethan Long,2001-05-10,23.95
Aidan Longwell,2001-10-17,23.51
Eduardo Lopez,2002-05-08,22.95
Leandro Lopez,2002-06-17,22.84
Nestor Lorant,2002-05-04,22.96
Isaiah Lowe,2003-05-07,21.95
Andy Lugo,2004-03-15,21.1
Jansel Luis,2005-03-06,20.12
Jesus Luna,2000-11-06,24.45
Austin Machado,2001-06-11,23.86
Dylan MacLean,2002-07-12,22.77
Jake Madden,2001-12-26,23.32
Adam Maier,2001-11-26,23.4
Kevin Maitan,2000-02-12,25.19
Alec Makarewicz,2000-09-12,24.6
Aidan Maldonado,2000-05-27,24.9
Nick Maldonado,2000-06-12,24.85
Josh Mallitz,2001-10-20,23.5
Hunter Mann,2001-08-15,23.68
Carlos Marcano,2003-07-08,21.79
Jorge Marcheco,2002-08-06,22.7
Jordan Marks,1999-04-29,25.98
Mason Marriott,2002-08-14,22.68
David Martin,2000-10-28,24.48
Logan Martin,2001-07-17,23.76
Payton Martin,2004-05-19,20.92
Juan Martinez,2001-04-06,24.04
Juan Martinez,2002-12-30,22.31
Omar Martinez,2001-07-05,23.79
Raudelis Martinez,2002-05-30,22.89
Mairoshendrick Martinus,2005-02-03,20.21
J.P. Massey,2000-04-01,25.05
D.J. McCarty,2002-09-09,22.61
Tommy McCollum,1999-06-08,25.87
Cole McConnell,2000-09-05,24.62
Quinn McDaniel,2002-09-27,22.56
LJ McDonough,2000-04-02,25.05
Tanner McDougal,2003-04-09,22.03
Alex McFarlane,2001-06-09,23.86
Kevin McGonigle,2004-08-18,20.67
Jared McKenzie,2001-05-16,23.93
Ben McLaughlin,2002-05-30,22.89
Mark McLaughlin,2001-02-14,24.18
Garrett McMillan,2001-02-10,24.19
Xavier Meachem,2002-09-06,22.62
Victor Mederos,2001-06-08,23.87
Esteban Mejia,2004-11-03,20.46
Alejandro Mendez,2001-02-28,24.14
Juan Mendez,1998-10-18,26.51
Brayan Mendoza,2004-01-19,21.25
Joseph Menefee,1999-10-06,25.54
Estarling Mercado,2003-03-06,22.12
Juan Mercedes,2002-01-07,23.28
Hayden Merda,2000-03-21,25.08
Cole Messina,2003-05-14,21.94
Skyler Messinger,1998-11-01,26.47
Brian Metoyer,1996-11-13,28.43
Noble Meyer,2005-01-10,20.27
Trevin Michael,1997-09-15,27.59
Eddie Micheletti Jr.,2001-12-29,23.31
Justin Miknis,2000-09-06,24.62
Karson Milbrandt,2004-04-21,21.0
Andrew Miller,1997-09-02,27.63
Gage Miller,2003-03-01,22.14
Joe Miller,2000-03-13,25.1
Jorge Minyety,2003-01-04,22.29
Kevin Miranda,1998-11-14,26.43
Josh Mollerus,1999-10-06,25.54
Tommy Molsky,2003-02-06,22.2
Blake Money,2001-11-14,23.43
Caden Monke,1999-09-02,25.63
Darlyn Montero,2002-05-11,22.94
Jose Montero,2003-07-14,21.77
Juan Montero,2002-06-10,22.86
Lazaro Montes,2004-10-22,20.49
Brock Moore,2000-05-17,24.93
Malcolm Moore,2003-07-31,21.72
Coby Morales,2001-12-05,23.37
Aneudis Mordan,2004-06-10,20.86
Rafael Morel,2001-11-22,23.41
Tyler Morgan,2000-11-06,24.45
Hueston Morrill,1999-11-27,25.4
Diego Mosquera,2004-03-14,21.1
Callan Moss,2003-08-31,21.64
Josh Moylan,2002-07-03,22.8
Frank Mozzicato,2003-06-19,21.84
Hayden Mullins,2000-09-14,24.6
Aaron Munson,2002-03-15,23.1
Chandler Murphy,2000-12-18,24.34
Shane Murphy,2001-01-19,24.25
Kole Myers,2000-12-28,24.31
Noah Myers,1999-11-11,25.44
Nate Nankil,2002-10-16,22.51
Tyson Neighbors,2002-10-09,22.53
Kay-Lan Nicasia,2002-04-10,23.03
T.J. Nichols,2002-06-24,22.82
Ryan Nicholson,2000-08-29,24.64
Jackson Nicklaus,2002-09-26,22.57
Hayden Nierman,2000-01-27,25.23
Arjun Nimmala,2005-10-16,19.51
Jack Noble,2000-04-02,25.05
Liam Norris,2001-08-13,23.69
Alejandro Nunez,2004-09-08,20.61
Anthony Nunez,2001-07-10,23.78
Daniel Nunez,2003-03-04,22.13
Griff O'Ferrall,2003-02-02,22.21
Connor O'Halloran,2002-09-01,22.63
Jose Olivares,2003-01-18,22.25
Connor Oliver,2001-05-26,23.9
Joe Olsavsky,2002-03-29,23.06
Emmett Olson,2002-05-15,22.93
Hunter Omlid,2000-05-31,24.89
Johzan Oquendo,2001-01-06,24.28
Jesus Ordonez,1999-12-26,25.32
Brennan Orf,2001-09-06,23.62
Rafael Ortega,1991-05-15,33.93
Angel Ortiz,2002-10-03,22.55
Capri Ortiz,2005-04-01,20.05
Julio Ortiz,2000-12-30,24.3
Robinson Ortiz,2000-01-04,25.29
Graham Osman,2001-01-29,24.22
Micah Ottenbreit,2003-05-07,21.95
Layonel Ovalles,2003-06-16,21.85
Austin Overn,2003-05-10,21.95
Harry Owen,2002-03-07,23.12
Miguel Pabon,2000-08-30,24.64
Alberto Pacheco,2002-11-29,22.39
Izaac Pacheco,2002-11-18,22.42
Jedixson Paez,2004-01-17,21.26
Charlie Pagliarini,2000-12-12,24.35
Trey Paige,2000-11-09,24.44
Brayan Palencia,2003-01-14,22.26
Davison Palermo,1999-12-16,25.34
Inohan Paniagua,2000-02-06,25.2
Shane Panzini,2001-10-30,23.47
Stephen Paolini,2000-11-23,24.41
Aaron Parker,2003-01-17,22.26
Paulshawn Pasqualotto,2001-06-14,23.85
Hunter Patteson,2000-04-04,25.04
Nick Payero,2000-06-21,24.83
Jack Payton,2001-08-07,23.7
Shaddon Peavyhouse,1998-08-18,26.67
John Peck,2002-07-18,22.76
Zach Peek,1998-05-06,26.96
Tai Peete,2005-08-11,19.69
Alain Pena,2003-04-10,22.03
Jack Penney,2002-08-19,22.67
Jake Peppers,2001-12-26,23.32
Alan Perdomo,2001-08-24,23.66
Cesar Perdomo,2002-02-09,23.19
Andy Perez,2004-06-03,20.88
Fernando Perez,2004-02-12,21.19
Hedbert Perez,2003-04-04,22.05
Jean Perez,2002-07-20,22.75
Jeral Perez,2004-11-06,20.45
Kenyi Perez,2001-08-09,23.7
Milkar Perez,2001-10-16,23.51
Onil Perez,2002-09-10,22.61
Railin Perez,2001-09-02,23.63
Samuel Perez,1999-11-29,25.39
Steven Perez,2001-04-21,24.0
Darius Perry,2001-05-03,23.96
Connery Peters,2000-02-03,25.21
Kai Peterson,2002-08-14,22.68
Ian Petrutz,2002-08-26,22.65
Jake Pfennigs,1999-09-09,25.61
Dylan Phillips,1999-06-16,25.85
Brandon Pimentel,2000-06-16,24.84
Enmanuel Pinales,2001-04-16,24.01
Luis Pineda,2002-03-19,23.09
Adrian Pinto,2002-09-22,22.58
Emilien Pitre,2002-10-04,22.54
Adrian Placencia,2003-06-02,21.88
Geovanny Planchart,2001-09-17,23.59
Elijah Pleasants,2000-05-14,24.93
Shalin Polanco,2004-02-06,21.2
Blaze Pontes,2000-01-06,25.29
Reginald Preciado,2003-05-16,21.93
Michael Prosecky,2001-02-28,24.14
Nelson Quiroz,2001-11-05,23.46
Shane Rademacher,2001-01-30,24.22
Stefan Raeth,2000-08-31,24.64
Felix Ramires,1999-09-26,25.57
Alexander Ramirez,2002-08-29,22.64
Jawilme Ramirez,2001-11-28,23.39
Eric Rataczak,2001-01-19,24.25
Joe Redfield,2001-10-18,23.5
Nicholas Regalado,2002-05-15,22.93
Vince Reilly,2001-06-07,23.87
Jacob Reimer,2004-02-22,21.16
Livan Reinoso,1998-08-27,26.65
Tom Reisinger,2001-03-17,24.09
Carlos Rey,2002-05-19,22.92
Jose Luis Reyes,2002-08-20,22.67
Wilker Reyes,2002-02-25,23.15
Alonzo Richardson,2002-10-07,22.54
Tre Richardson,2001-12-02,23.38
Justin Riemer,2002-02-06,23.2
Bryan Rincon,2004-02-08,21.2
Hancel Rincon,2002-04-28,22.98
Alberto Rios,2002-03-19,23.09
Jesus Rios,2001-12-27,23.31
Nestor Rios,2005-01-04,20.29
JR Ritchie,2003-06-26,21.82
Javier Rivas,2002-09-01,22.63
Kevin Rivas,2003-04-07,22.04
Eduardo Rivera,2003-06-13,21.85
Erik Rivera,2001-04-02,24.05
Francis Rivera,2000-09-14,24.6
Blake Robertson,2001-05-19,23.92
Kyle Robinson,2003-07-17,21.76
Carson Roccaforte,2002-03-29,23.06
CJ Rodriguez,2000-07-07,24.79
Dionys Rodriguez,2000-09-03,24.63
Julio Rodriguez,2000-02-10,25.19
Manuel Rodriguez,2005-08-08,19.7
Yerlin Rodriguez,2002-03-22,23.08
Yophery Rodriguez,2005-12-05,19.37
Elmer Rodriguez-Cruz,2003-08-18,21.67
Dalton Rogers,2001-01-18,24.25
Grant Rogers,2001-05-22,23.91
Anderdson Rojas,2004-03-08,21.12
Carlos Rojas,2002-07-25,22.74
Jefferson Rojas,2005-04-25,19.99
Juan Rojas,2004-01-31,21.22
Jimmy Romano,2003-06-11,21.86
Christian Romero,2002-12-11,22.36
Kiko Romero,2000-09-18,24.59
Bayden Root,1998-10-27,26.48
Alfonsin Rosario,2004-06-21,20.83
Gerlin Rosario,2002-02-15,23.18
Nick Roselli,2003-03-31,22.06
Dylan Ross,2000-09-01,24.63
Christian Ruebeck,2000-09-03,24.63
Noah Ruen,2003-03-21,22.08
Xavier Ruiz,2002-11-19,22.42
Luis Rujano,2003-04-22,22.0
Aaron Rund,1999-06-16,25.85
Luke Russo,2001-02-21,24.16
Sam Ryan,1998-09-22,26.58
Allan Saathoff,1999-09-18,25.59
Darlin Saladin,2002-12-28,22.31
Juan Salas,2003-02-14,22.18
Johnfrank Salazar,2003-08-05,21.71
Devin Saltiban,2005-02-14,20.18
Jose Sanabria,2002-10-30,22.47
Axel Sanchez,2002-12-10,22.36
Dikember Sanchez,2004-02-20,21.16
Fernando Sanchez,2000-09-13,24.6
Franklin Sanchez,2000-09-12,24.6
JJ Sanchez,1999-09-08,25.62
Wilber Sanchez,2002-02-21,23.16
Yehizon Sanchez,2000-11-16,24.42
Nick Sando,2001-05-11,23.94
Tony Santa Maria,2002-04-06,23.04
Adrian Santana,2005-07-18,19.76
Yeriel Santos,2003-11-20,21.42
Jonathan Santucci,2002-12-28,22.31
Marino Santy,2002-03-04,23.13
Eli Saul,2001-08-16,23.68
Tyler Schlaffer,2001-05-24,23.91
T.J. Schofield-Sam,2001-06-20,23.83
Will Schomberg,2001-01-30,24.22
Troy Schreffler Jr.,2000-10-27,24.48
Connor Schultz,1999-02-12,26.18
Thomas Schultz,1999-08-03,25.71
Nick Schwartz,2001-03-07,24.12
Kyle Scott,2002-04-16,23.01
Quincy Scott,2003-01-15,22.26
Anthony Scull,2004-01-26,21.23
Andrew Sears,2002-10-30,22.47
Jack Sellinger,1999-11-20,25.42
Montana Semmel,2002-01-01,23.3
Eli Serrano III,2003-05-01,21.97
Florencio Serrano,2000-02-23,25.16
Kenny Serwa,1997-08-03,27.71
Adam Serwinowski,2004-06-07,20.87
Colby Shade,2001-08-18,23.67
Teddy Sharkey,2001-08-01,23.72
Evan Shaw,2001-02-02,24.21
Luke Shliger,2001-09-25,23.57
Adam Shoemaker,2002-08-24,22.66
Zack Showalter,2004-01-23,21.24
Easton Sikorski,2000-01-12,25.27
Eric Silva,2002-10-03,22.55
William Silva,2001-08-02,23.72
Karson Simas,2001-06-01,23.89
Victor Simeon,2000-12-04,24.38
Dylan Simmons,2000-10-05,24.54
Ben Simon,2002-03-22,23.08
Jared Simpson,2000-06-28,24.81
Adam Smith,2000-05-09,24.95
Aidan Smith,2004-07-23,20.74
Austin Smith,1999-06-22,25.83
D'Andre Smith,2001-05-10,23.95
Jake Smith,1999-10-04,25.54
Marcus Smith,2000-09-11,24.61
Myles Smith,2002-07-09,22.78
Hayden Snelsire,2001-01-16,24.26
Jake Snider,1998-05-19,26.92
Jack Snyder,1998-08-04,26.71
Michael Snyder,2000-09-16,24.59
Gabriel Sosa,2001-04-17,24.01
Thomas Sosa,2005-01-18,20.25
Charlee Soto,2005-08-31,19.64
Ryan Spikes,2003-03-13,22.11
Ryan Stafford,2003-01-15,22.26
Cal Stark,2002-07-27,22.73
Isaac Stebens,2001-12-05,23.37
Murphy Stehly,1998-09-27,26.56
Anthony Stephan,2002-12-16,22.34
Seth Stephenson,2001-01-10,24.27
Casey Steward,2001-08-02,23.72
Travis Sthele,2001-09-21,23.58
Alex Stone,2001-11-03,23.46
Justin Storm,2001-09-12,23.6
Peyton Stovall,2003-02-14,22.18
Austin Strickland,2002-05-31,22.89
Samuel Strickland,1999-03-26,26.07
Santiago Suarez,2005-01-11,20.27
Chris Suero,2004-01-27,21.23
Matt Suggs,2000-05-31,24.89
Luis Suisbel,2003-05-23,21.91
Joseph Sullivan,2002-07-01,22.8
Anthony Susac,2002-07-31,22.72
Eriq Swan,2001-10-31,23.47
Nick Swiney,1999-02-12,26.18
Charlie Szykowny,2000-06-30,24.8
Logan Tanner,2000-11-10,24.44
Graysen Tarlow,2001-07-07,23.79
Terrell Tatum,1999-07-27,25.73
Ambioris Tavarez,2003-11-12,21.44
Andrew Taylor,2001-09-23,23.57
Nelly Taylor,2003-01-22,22.24
Angel Tejada,2004-01-30,21.22
Mikey Tepper,2002-06-02,22.88
Enmanuel Terrero,2002-09-14,22.6
Jared Thomas,2003-07-01,21.8
Johnathon Thomas,2000-03-01,25.14
Jordan Thompson,2002-01-09,23.28
Paxton Thompson,1999-10-05,25.54
Sam Thoresen,1998-09-21,26.58
Zach Thornton,2002-01-17,23.26
James Tibbs III,2002-10-01,22.55
Johnny Tincher,2001-08-25,23.65
Jonathan Todd,2001-08-21,23.66
Payton Tolle,2002-11-01,22.47
Tyler Tolve,2000-07-16,24.76
Landon Tomkins,2000-06-23,24.82
Cristofer Torin,2005-05-26,19.9
Erick Torres,2004-12-20,20.33
Blake Townsend,2001-04-05,24.04
Josh Trentadue,2002-01-25,23.23
Carter Trice,2002-08-23,22.66
Fenwick Trimble,2002-08-29,22.64
Austin Troesser,2002-03-29,23.06
Derek True,2001-04-25,23.99
Evan Truitt,2003-05-02,21.97
Braydon Tucker,1999-07-19,25.75
Cody Tucker,1999-03-01,26.14
Tevin Tucker,2000-02-10,25.19
Adam Tulloch,2000-07-01,24.8
Yunior Tur,1999-08-09,25.7
Cole Turney,1999-01-16,26.26
Miguel Ugueto,2002-09-03,22.63
Misael Urbina,2002-04-26,22.98
Manuel Urias,2001-03-08,24.12
Tommy Vail,1999-05-18,25.92
Esmerlyn Valdez,2004-01-27,21.23
Luis Valdez,2000-01-22,25.24
Chase Valentine,2002-04-22,23.0
Sahid Valenzuela,1997-09-16,27.59
Juan Valera,2006-05-18,18.92
Ryan Vanderhei,2001-06-01,23.89
Echedry Vargas,2005-02-27,20.14
Jheremy Vargas,2003-05-10,21.95
Jordy Vargas,2003-11-06,21.45
Luis Vargas,2002-05-02,22.97
Jalen Vasquez,2002-01-18,23.25
Samuel Vasquez,1999-09-20,25.58
