PlayerName,birthDate,Age
Ben Hartl,2003-01-07,23.24
Eric Hartman,2006-06-16,19.8
Ryan Harvey,2001-02-08,25.15
Dakota Hawkins,2000-03-20,26.04
Sawyer Hawks,2003-06-25,22.78
Luke Hayden,2002-12-05,23.33
Dillon Head,2004-10-11,21.48
Duque Hebbert,2001-10-29,24.43
Ethan Hedges,2004-04-19,21.96
Yonatan Henriquez,2004-10-12,21.48
Alberto Hernandez,2004-02-04,22.17
Alexis Hernandez,2002-10-05,23.5
Cesar Hernandez,2003-04-22,22.95
Ben Hernandez,2001-07-01,24.76
Luis Hernandez,2002-07-17,23.72
Melkis Hernandez,2005-01-18,21.21
Ronald Hernandez,2003-10-23,22.45
Roynier Hernandez,2004-12-06,21.33
Sammy Hernandez,2004-06-01,21.84
Franyer Herrera,2005-05-03,20.92
Yujanyer Herrera,2003-08-17,22.63
Cole Hertzler,2003-06-21,22.79
Kelvin Hidalgo,2005-03-01,21.1
Sam Highfill,2000-11-30,25.34
Brady Hill,2000-11-10,25.4
Dasan Hill,2005-12-25,20.28
Luke Hill,2004-04-09,21.99
Cole Hillier,2000-12-07,25.33
Jacob Hinderleider,2001-05-16,24.89
Hunter Hines,2002-11-02,23.42
Casey Hintz,2003-11-04,22.42
Robert Hipwell,2003-03-06,23.08
Caleb Hobson,2002-01-24,24.19
Trent Hodgdon,2003-07-09,22.74
Hunter Hodges,2002-10-03,23.5
Colby Holcombe,2002-12-12,23.31
Aaron Holiday,2000-05-28,25.85
Max Holy,2002-07-11,23.73
Vance Honeycutt,2003-05-17,22.89
Anthony Hoopii-Tuionetoa,2000-08-11,25.65
Tommy Hopfe,2002-10-11,23.48
Colin Houck,2004-09-30,21.51
Marek Houston,2004-04-14,21.97
Dylan Howard,2003-05-03,22.92
Garrett Howe,2002-07-12,23.73
Stephen Hrustich,2001-09-08,24.57
Wyatt Hudepohl,2001-09-25,24.53
Riley Huge,2002-05-14,23.89
Eiker Huizi,2000-09-24,25.53
Connor Hujsak,2002-01-25,24.19
Jacob Humphrey,2003-01-30,23.18
Jackson Humphries,2004-07-20,21.71
Ricardo Hurtado,2003-05-23,22.87
Jojo Ingrassia,2002-07-24,23.7
Thomas Ireland,2002-06-27,23.77
Ike Irish,2003-11-26,22.36
Jose Izarra,2002-03-07,24.08
Isaiah Jackson,2004-05-16,21.89
Core Jackson,2003-10-11,22.48
Fisher Jameson,2003-05-05,22.92
Camden Janik,2002-07-16,23.72
Chase Jaworsky,2004-07-31,21.68
Antoine Jean,2001-08-01,24.68
Bryce Jenkins,2001-04-03,25.0
Jacob Jenkins-Cowart,2002-12-24,23.28
Brody Jessee,2000-12-01,25.34
Aiden Jimenez,2003-10-11,22.48
Antonio Jimenez,2004-06-15,21.8
Carlos Jimenez,2003-02-14,23.14
Jonathan Jimenez,2004-03-21,22.04
Yeuris Jimenez,2001-03-23,25.03
Bjorn Johnson,2005-01-11,21.23
Colby Jones,2003-09-30,22.51
Eli Jones,2003-06-17,22.8
Jared Jones,2003-08-01,22.68
Holt Jones,1999-05-08,26.91
Dakota Jordan,2003-05-09,22.91
Bernard Jose,2003-03-03,23.09
Brian Kalmer,2000-08-17,25.63
Seth Keener,2001-10-04,24.5
Owen Kellington,2003-02-05,23.16
Lucas Kelly,2003-07-26,22.69
Tyriq Kemp,2002-11-15,23.39
Caden Kendle,2002-03-13,24.06
Michael Kennedy,2004-11-30,21.34
Titan Kennedy-Hayes,2001-11-12,24.39
Kaeden Kent,2003-08-29,22.6
Kane Kepley,2004-02-14,22.14
Cameron Keshock,2003-10-29,22.43
Keythel Key,2003-10-10,22.49
Gavin Kilen,2004-03-28,22.02
Johnny King,2006-07-26,19.69
Lamar King Jr.,2003-12-07,22.33
Matt King,2002-08-25,23.61
Jackson Kirkpatrick,2002-08-15,23.64
Jacob Kisting,2003-04-09,22.99
Paxton Kling,2003-05-28,22.86
Jacob Kmatz,2002-09-28,23.52
Lucas Knowles,1998-03-14,28.06
Sam Knowlton,2000-06-15,25.8
Pico Kohn,2002-10-02,23.51
Jacob Kroeger,2000-05-18,25.88
Josh Kross,2003-02-02,23.17
Cade Kuehler,2002-05-24,23.87
P.J. Labriola,2000-11-13,25.39
Justin Lamkin,2004-06-01,21.84
Andrew Landry,2002-02-20,24.12
L.P. Langevin,2003-07-04,22.75
Colby Langford,2002-04-30,23.93
Wilfredo Lara,2004-04-28,21.94
Kyle Larsen,2003-06-14,22.81
Maddox Latta,2003-01-21,23.2
Jace LaViolette,2003-12-04,22.34
Carson Laws,2003-03-31,23.01
Patrick Lee,1999-10-19,26.46
Zack Lee,2000-12-05,25.33
Carlos Lequerica,2000-09-06,25.58
Sean Paul Linan,2004-11-07,21.41
Oswaldo Linares,2003-04-28,22.94
Andrew Lindsey,1999-11-15,26.39
Christian Little,2003-07-05,22.75
Inmer Lobo,2004-02-12,22.14
Kyle Lodise,2003-10-17,22.47
Justin Loer,2003-02-25,23.11
Justin Long,2002-03-04,24.09
Nestor Lorant,2002-05-04,23.92
Gregori Louis,2002-10-28,23.44
Quinton Low,2002-09-05,23.58
Isaiah Lowe,2003-05-07,22.91
Andy Lugo,2004-03-15,22.06
Wyatt Lunsford-Shenkman,2003-06-09,22.82
Antonis Macias,2005-02-01,21.17
Johan Macias,2003-01-06,23.24
Riley Maddox,2002-10-03,23.5
Ryan Magdic,2000-06-04,25.83
Grant Magill,2000-11-30,25.34
Lucas Mahlstedt,2003-03-26,23.03
Jack Mahoney,1999-05-05,26.92
Adam Maier,2001-11-26,24.36
Alex Makarewich,2002-01-17,24.21
Alec Makarewicz,2000-09-12,25.56
Gerelmi Maldonado,2003-12-21,22.29
Hunter Mann,2001-08-15,24.64
Carlos Marcano,2003-07-08,22.74
Landen Maroudis,2004-12-16,21.3
Austin Marozas,1998-12-13,27.31
Chandler Marsh,2002-09-06,23.58
Modeifi Marte,2002-07-31,23.68
Yunior Marte,2003-08-09,22.66
Eurys Martich,2002-08-20,23.62
Maxton Martin,2005-05-05,20.92
Walker Martin,2004-02-20,22.12
Alex Martinez,2002-09-15,23.55
Izaak Martinez,2001-09-12,24.56
Liomar Martinez,2005-06-25,20.78
Xavier Martinez,2003-02-06,23.16
Angel Mateo,2005-02-13,21.14
Juan Matheus,2004-04-29,21.93
Carter Mathison,2003-01-26,23.19
Sean Matson,2002-06-02,23.84
Aiden May,2003-04-22,22.95
Kash Mayfield,2005-02-08,21.15
Niko Mazza,2002-02-19,24.12
Aric McAtee,2000-05-31,25.85
T.J. McCants,2001-06-06,24.83
Jacob McCombs,2004-07-07,21.74
Cole McConnell,2000-09-05,25.58
Alex McCoy,2002-02-10,24.15
Ryan McCoy,2002-06-06,23.83
Ryan McCrystal,2002-10-04,23.5
Drew McDaniel,2000-08-26,25.61
Charlie McDaniel,2001-07-04,24.75
Cade McGee,2003-01-12,23.23
Connor McGinnis,2002-12-09,23.32
Logan McGuire,2002-09-12,23.56
Dalton McIntyre,2003-07-17,22.72
Bryce Meccage,2006-03-21,20.04
Ian Mejia,2000-01-31,26.18
Bryan Mena,2004-06-14,21.81
Wady Mendez,2004-10-14,21.47
Augusto Mendieta,2004-08-19,21.63
Brayan Mendoza,2004-01-19,22.21
Logan Mercado,2001-10-19,24.46
Abel Mercedes,2002-06-29,23.77
Jeffrey Mercedes,2004-10-02,21.51
Noble Meyer,2005-01-10,21.23
Jose Meza,2003-04-22,22.95
Cody Miller,2004-07-01,21.76
Mason Miller,2002-03-30,24.02
Hayden Minton,2001-03-14,25.06
Maikel Miralles,2004-10-22,21.45
Blake Mitchell,2004-08-03,21.67
Euri Montero,2002-03-28,24.02
Carson Montgomery,2002-08-13,23.64
Brock Moore,2000-05-17,25.88
Grayson Moore,2001-07-09,24.74
Malcolm Moore,2003-07-31,22.68
Koen Moreno,2001-08-01,24.68
Yeison Morrobel,2003-12-08,22.32
Cody Morse,2003-04-25,22.95
Diego Mosquera,2004-03-14,22.06
Jack Moss,2001-10-30,24.43
Jorgelys Mota,2005-06-03,20.84
Josh Moylan,2002-07-03,23.76
Nazier Mule,2004-10-15,21.47
Samuel Munoz,2004-09-22,21.53
Jake Munroe,2003-09-14,22.56
Aaron Munson,2002-03-15,24.06
Nate Nankil,2002-10-16,23.47
Dawson Netz,2000-08-03,25.67
Ryan Nicholson,2000-08-29,25.6
Arjun Nimmala,2005-10-16,20.47
Yerald Nin,2005-08-18,20.63
Aaron Nixon,2001-07-19,24.71
Jose Nova,2002-04-02,24.01
Tucker Novotny,2002-11-22,23.37
Alejandro Nunez,2004-09-08,21.57
Elijah Nunez,2001-12-06,24.33
Joan Ogando,2004-05-23,21.87
Keshawn Ogans,2001-08-26,24.61
Peyton Olejnik,2002-12-04,23.33
Connor Oliver,2001-05-26,24.86
Christian Olivo,2003-10-29,22.43
Kleiber Olmedo,2004-08-23,21.62
Bobby Olsen,2001-08-31,24.59
Mason Olson,2001-12-23,24.28
Brennan Orf,2001-09-06,24.58
Capri Ortiz,2005-04-01,21.01
JeanPierre Ortiz,2004-02-18,22.13
Graham Osman,2001-01-29,25.18
Braylon Owens,2002-12-11,23.32
Avery Owusu-Asiedu,2003-06-16,22.8
Liam Paddack,2003-07-23,22.7
Brayan Palencia,2003-01-14,23.22
Twine Palmer,2004-08-31,21.59
Eddie Park,2001-08-22,24.62
Abraham Parra,2005-12-29,20.27
Paulshawn Pasqualotto,2001-06-14,24.81
Duncan Pastore,2000-05-27,25.86
Sterling Patick,2005-06-09,20.82
Braylon Payne,2006-08-14,19.64
Jack Payton,2001-08-07,24.66
Tai Peete,2005-08-11,20.65
Luke Pelzer,2002-12-25,23.28
Alain Pena,2003-04-10,22.99
Jose Pena Jr.,2003-07-08,22.74
Luis Pena,2006-11-13,19.39
Dalton Pence,2002-08-28,23.6
Garrett Pennington,2000-10-15,25.47
Jake Peppers,2001-12-26,24.27
Adilson Peralta,2003-06-17,22.8
Adonys Perez,2003-10-10,22.49
Jose Perez,2004-03-12,22.06
Kenyi Perez,2001-08-09,24.65
Nico Perez,2004-09-20,21.54
Onil Perez,2002-09-10,23.57
Rafe Perich,2002-05-22,23.87
Vincent Perozo,2003-03-06,23.08
Cole Peschl,2002-11-26,23.36
Drew Pestka,2004-05-18,21.88
Ben Peterson,2001-08-18,24.63
Ethan Petry,2004-06-17,21.8
Marcus Phillips,2004-07-26,21.69
Cannon Pickell,2002-10-03,23.5
Carson Pierce,2001-09-10,24.57
Darlin Pinales,2002-08-28,23.6
Esmith Pineda,2004-11-13,21.39
Pedro Pineda,2003-09-06,22.58
Emilien Pitre,2002-10-04,23.5
C.J. Pittaro,2001-10-16,24.47
Adrian Placencia,2003-06-02,22.84
Axiel Plaz,2005-08-12,20.65
Bryan Polanco,2001-09-12,24.56
Narciso Polanco,2004-10-28,21.43
Shalin Polanco,2004-02-06,22.16
Chandler Pollard,2004-05-03,21.92
Tom Poole,2002-10-07,23.49
Brock Porter,2003-06-03,22.84
Caden Powell,2003-10-24,22.45
Reginald Preciado,2003-05-16,22.89
Yimi Presinal,2004-09-18,21.54
Danyony Pulido,2002-10-19,23.46
Stephen Quigley,2000-05-03,25.92
JT Quinn,2004-04-22,21.95
Yulian Quintana,2000-07-15,25.72
Eduardo Quintero,2005-09-16,20.55
Josiah Ragsdale,2003-12-21,22.29
Jawilme Ramirez,2001-11-28,24.35
Ramon Ramirez,2005-06-15,20.8
Josh Randall,2002-10-15,23.47
Zachary Redner,2004-12-06,21.33
Carlson Reed,2002-11-27,23.35
Rocco Reid,2002-10-16,23.47
Emmanuel Reyes,2004-05-16,21.89
Gabriel Reyes,2003-07-01,22.76
Jeremy Reyes,2006-01-11,20.23
Cole Reynolds,2002-05-30,23.85
Juan Reynoso,2004-04-04,22.0
Tre Richardson III,2001-12-02,24.34
Justin Riemer,2002-02-06,24.16
Hansel Rincon,2002-08-23,23.62
Nestor Rios,2005-01-04,21.25
Kevin Rivas,2003-04-07,23.0
Bryan Rivera,2005-06-17,20.8
Francis Rivera,2000-09-14,25.56
Kyle Robinson,2003-07-17,22.72
Sam Rochard,2000-07-23,25.7
Kyle Roche,2001-09-14,24.56
Victor Rodrigues,2004-09-23,21.53
Adrian Rodriguez,2003-10-21,22.46
Andy Rodriguez,2002-07-28,23.69
Carlos Rodriguez,2003-05-12,22.9
David Rodriguez,2001-12-31,24.26
Gerardo Rodriguez,2005-12-08,20.32
Luis Rodriguez,2003-12-29,22.27
Rainiel Rodriguez,2007-01-04,19.25
Wilson Rodriguez,2004-09-10,21.57
Yerlin Rodriguez,2002-03-22,24.04
Yophery Rodriguez,2005-12-05,20.33
Juan Rojas,2004-01-31,22.18
Jimmy Romano,2003-06-11,22.82
Nate Rombach,2000-11-26,25.36
Alfredo Romero,2003-06-27,22.77
Ivran Romero,2001-11-19,24.38
Cory Ronan,2002-06-14,23.81
Zach Root,2004-02-06,22.16
Gerlin Rosario,2002-02-15,24.13
Hemmanuel Rosario,2000-08-21,25.62
Michael Ross,2002-07-04,23.75
Tony Rossi,1999-07-07,26.75
Jorge Ruiz,2004-06-30,21.76
Jonathan Russell,2005-03-14,21.06
Nolan Sailors,2003-07-04,22.75
Gerardo Salas,2003-02-14,23.14
Braian Salazar,2005-06-12,20.81
Devin Saltiban,2005-02-14,21.14
Logan Samuels,2002-02-18,24.13
Axel Sanchez,2002-12-10,23.32
Brian Sanchez,2004-07-04,21.75
Carlos Sanchez,2005-01-12,21.23
Junior Sanchez,2005-09-16,20.55
Yehizon Sanchez,2000-11-16,25.38
Josh Sanders,2001-10-22,24.45
Wyatt Sanford,2005-11-24,20.36
Tony Santa Maria,2002-04-06,24.0
Adrian Santana,2005-07-18,20.71
Cristian Santana,2003-11-25,22.36
Ruben Santana,2005-02-16,21.13
Sandro Santana,2005-03-07,21.08
Nolan Santos,2000-12-07,25.33
Yeriel Santos,2003-11-20,22.37
Marino Santy,2002-03-04,24.09
Kelena Sauer,2002-09-26,23.52
Jason Savacool,2002-05-21,23.87
Luke Savage,2001-08-10,24.65
Nate Savino,2002-01-24,24.19
Calvin Schapira,1999-10-07,26.49
Jason Schiavone,2003-03-19,23.05
Rafe Schlesinger,2003-01-22,23.2
Cole Schoenwetter,2004-10-01,21.51
Cody Schrier,2003-03-03,23.09
Nolan Schubart,2004-05-10,21.9
Jay Schueler,2001-06-05,24.83
Cam Schuelke,2002-01-14,24.22
Quincy Scott,2003-01-15,23.22
Anthony Scull,2004-01-26,22.19
Enrique Segura,2004-12-19,21.29
Jack Seppings,2002-07-03,23.76
Leonel Sequera,2005-08-06,20.66
Luis Serna,2004-07-20,21.71
Jhonny Severino,2004-11-08,21.4
Tzu-Chen Sha,2003-10-15,22.47
Jacob Shafer,2002-04-30,23.93
Colton Shaw,2003-06-26,22.78
Colby Shelton,2002-12-06,23.33
David Shields,2006-09-09,19.57
Jake Shirk,2002-06-05,23.83
Kodey Shojinaga,2003-02-22,23.12
Chase Shores,2004-05-21,21.87
Zack Showalter,2004-01-23,22.2
Anthony Silva,2003-07-17,22.72
Dylan Simmons,2000-10-05,25.5
Liam Simon,2000-10-16,25.47
Justin Sinibaldi,2002-03-03,24.09
Mike Sirota,2003-06-16,22.8
Cameron Sisneros,2001-06-01,24.84
Ryan Slater,2002-05-23,23.87
Ethan Sloan,2002-08-04,23.67
Brayden Smith,2003-12-15,22.31
Parker Smith,2003-03-05,23.09
Tanner Smith,2002-08-05,23.67
Travis Smith,2002-11-09,23.4
Nate Snead,2004-03-16,22.05
Kade Snell,2002-07-29,23.69
Jack Sokol,2001-12-17,24.3
Yassel Soler,2006-01-26,20.19
Gabriel Sosa,2001-04-17,24.97
Nolan Sparks,2002-08-12,23.65
Brayden Spears,2001-02-27,25.1
Shea Sprague,2003-01-03,23.25
Jared Sprague-Lott,2001-10-10,24.48
Austin St. Laurent,2002-07-13,23.73
Ryan Stafford,2003-01-15,23.22
Cal Stark,2002-07-27,23.69
Cole Stasio,2001-09-10,24.57
Jake Steels,2002-06-17,23.8
Anthony Stephan,2002-12-16,23.3
Luke Stevenson,2004-07-22,21.7
Luke Stofel,2001-11-25,24.36
Adam Stone,2001-07-31,24.68
Justin Storm,2001-09-12,24.56
Peyton Stovall,2003-02-14,23.14
Justin Stransky,2002-09-10,23.57
Garrett Stratton,2003-08-01,22.68
Austin Strickland,2002-05-31,23.85
Jackson Strong,2003-08-26,22.61
Baron Stuart,1999-07-24,26.7
Eston Stull,1999-01-20,27.21
Jose Suarez,2004-08-09,21.65
Matt Suggs,2000-05-31,25.85
Luis Suisbel,2003-05-23,22.87
Liam Sullivan,2002-05-16,23.89
Colin Summerhill,2001-08-04,24.67
Anthony Susac,2002-07-31,23.68
Tyler Switalski,2003-06-18,22.8
Logan Tabeling,2001-08-21,24.62
Eduardo Tait,2006-08-27,19.61
Braylin Tavera,2005-02-19,21.12
Andrew Taylor,2001-09-23,24.53
Devin Taylor,2004-01-06,22.25
Zane Taylor,2002-06-01,23.84
Kavares Tears,2002-08-25,23.61
Yoel Tejeda Jr.,2003-07-08,22.74
Raider Tello,2001-02-25,25.11
Justin Thomas,2003-09-29,22.52
Jay Thomason,2002-04-11,23.98
Benny Thompson,2002-01-17,24.21
Bennett Thompson,2002-12-16,23.3
Danny Thompson Jr.,2002-08-09,23.66
Paxton Thompson,1999-10-05,26.5
Junior Tilien,2002-09-09,23.57
Dameivi Tineo,2003-08-01,22.68
Jonathan Todd,2001-08-21,24.62
Tucker Toman,2003-11-12,22.4
Sam Tookoian,2003-05-25,22.86
Alexis Torres,2003-03-16,23.06
Erick Torres,2004-12-20,21.29
Wande Torres,2005-01-31,21.17
Nick Trabacchi,1999-03-28,27.02
Camden Troyer,2002-08-03,23.67
Evan Truitt,2003-05-02,22.93
Tevin Tucker,2000-02-10,26.15
Colin Tuft,2003-01-24,23.2
Grant Umberger,2001-10-14,24.47
Alex Ungar,2002-01-25,24.19
Jose Urbina,2005-11-02,20.42
Ryan Ure,2002-08-29,23.6
Tommy Vail,1999-05-18,26.88
Juan Valera,2006-05-18,19.88
Mathieu Vallee,2000-08-08,25.66
Ryan Vanderhei,2001-06-01,24.84
Bryson Van Sickle,2001-01-04,25.25
Cristhian Vaquero,2004-09-13,21.56
Jordy Vargas,2003-11-06,22.41
Yeferson Vargas,2004-08-04,21.67
Will Varmette,2003-02-28,23.1
Juanmi Vasquez,2003-12-01,22.34
Jonathan Vastine,2002-10-17,23.47
Chris Veach,2001-11-21,24.37
Giussepe Velasquez,2003-04-30,22.93
Rosman Verdugo,2005-02-02,21.17
Will Verdung,2003-06-08,22.83
Cade Vernon,2002-01-17,24.21
Ben Vespi,2001-05-28,24.85
Jeferson Villabona,2000-11-01,25.42
Miguel Villarroel,2001-12-23,24.28
Adonis Villavicencio,2000-12-22,25.28
Esmerlin Vinicio,2003-01-31,23.18
Kendeglys Virguez,2004-05-06,21.91
Joe Vogatsky,2001-12-27,24.27
Mitch Voit,2004-09-30,21.51
Joey Volini,2002-12-24,23.28
Brock Vradenburg,2002-03-20,24.04
Kien Vu,2003-10-13,22.48
Logan Wagner,2004-03-09,22.07
Kyle Walker,2003-01-11,23.23
Cory Wall,2000-03-14,26.06
Aaron Walton,2004-05-14,21.89
Cam Walty,2002-05-14,23.89
Curtis Washington Jr.,2000-05-22,25.87
Wilson Weber,2002-05-16,23.89
CJ Weins,2000-08-15,25.64
Chandler Welch,2003-03-05,23.09
Kasen Wells,2003-08-08,22.66
Trevor Werner,2000-09-03,25.59
John West,2001-10-05,24.5
Kyle West,2002-11-02,23.42
JP Wheat,2002-08-03,23.67
Hudson White,2002-08-09,23.66
Lonnie White Jr.,2002-12-31,23.26
Mason White,2003-09-21,22.54
T.J. White,2003-07-23,22.7
Jacob Widener,2001-06-15,24.8
Holden Wilkerson,2003-06-07,22.83
Trace Willhoite,2000-11-17,25.38
Dixon Williams,2003-12-19,22.29
Nate Williams,2001-09-26,24.52
Jack Winnay,2003-06-05,22.83
Brandon Winokur,2004-12-16,21.3
Kyson Witherspoon,2004-08-12,21.65
Nate Wohlgemuth,2001-05-30,24.85
George Wolkow,2006-01-11,20.23
Jason Woodward,2002-07-02,23.76
Christian Worley,2002-06-14,23.81
Jacob Wosinski,1999-03-09,27.07
Jakob Wright,2003-05-30,22.85
Casey Yamauchi,2000-08-08,25.66
Evan Yates,2002-09-17,23.55
Colin Yeaman,2004-04-15,21.97
Reynaldo Yean,2004-01-04,22.25
Jack Young,2002-01-25,24.19
Trent Youngblood,2001-09-04,24.58
Natanael Yuten,2004-10-09,21.49
Nazzan Zanetello,2005-05-25,20.86
Christian Zazueta,2004-10-07,21.49
Zane Zielinski,2001-07-28,24.69
Donovan Zsak,2003-07-12,22.73
Cristobal Abreu,2006-02-02,20.17
Bryan Acuna,2005-08-11,20.65
Gavin Adams,2003-02-08,23.15
Brady Afthim,2002-11-25,23.36
Luis Aguilar,2004-04-04,22.0
Starlin Aguilar,2004-01-26,22.19
Luiyin Alastre,2005-09-27,20.52
Marcelo Alcala,2006-03-23,20.04
Derik Alcantara,2005-02-20,21.12
Eudry Alcantara,2004-12-27,21.27
Eliesbert Alejos,2006-06-09,19.82
Jervis Alfaro,2003-10-24,22.45
Slate Alford,2002-08-23,23.62
Luis Almeyda,2006-04-17,19.97
Jeremy Almonte,2005-10-12,20.48
Jose Alpuria,2005-02-12,21.14
Wilfred Alvarado,2005-11-20,20.37
Hayden Alvarez,2007-03-19,19.05
Kevin Alvarez,2008-01-13,18.23
Luis Alvarez,2003-05-05,22.92
Edwin Amparo,2004-10-14,21.47
Felix Amparo,2006-02-27,20.1
Angel Anazco,2001-11-17,24.38
Jose Anderson,2006-11-28,19.35
Bryan Andrade,2005-02-03,21.17
Beau Ankeney,2003-04-02,23.01
Jack Anker,2004-04-08,21.99
Nathan Archer,2003-03-14,23.06
Bryce Archie,2004-04-27,21.94
Bryan Arendt,2003-04-05,23.0
Luis Arestigueta,2005-10-14,20.47
Brian Arias,2003-11-18,22.38
Robert Arias,2006-09-13,19.56
Joe Ariola,2004-02-05,22.16
Will Armbruester,2000-12-14,25.31
Anson Aroz,2002-10-31,23.43
Angel Arredondo,2006-10-25,19.44
Chris Arroyo,2004-09-17,21.55
Rowell Arroyo,2005-02-15,21.13
Mason Auer,2001-03-01,25.1
Junior Aybar,2006-07-14,19.73
Isaac Ayon,2002-06-14,23.81
Enddy Azocar,2007-02-24,19.11
Jhoster Baez,2004-12-11,21.31
Ethan Bagwell,2006-02-24,20.11
Trace Baker,2003-12-18,22.3
Bryan Balzer,2004-10-27,21.44
Max Banks,2003-05-07,22.91
Junior Barajas,2004-07-12,21.73
Jack Barker,2005-06-23,20.78
Isaiah Barkett,2003-11-17,22.38
Sean Barnett,2003-06-22,22.79
Alex Barr,2006-11-09,19.4
Emilio Barreras,2003-09-12,22.56
Brandon Barriera,2004-03-04,22.09
Marco Barrios,2006-05-25,19.86
Javier Bartolozzi,2005-04-14,20.97
Andy Basora,2005-04-13,20.98
Jayson Bass,2006-04-29,19.93
Adam Bates,2005-08-08,20.66
Yadiel Batista,2004-04-17,21.97
Keegan Batka,2002-05-01,23.93
Jagger Beck,2006-11-28,19.35
Jared Beck,2000-07-01,25.76
Landon Beidelschies,2004-03-28,22.02
Luis Beltran,2004-04-06,22.0
Eduardo Beltre,2006-10-10,19.49
Keyner Benitez,2006-05-23,19.87
JT Benson,2002-04-01,24.01
Derek Bernard,2005-08-09,20.65
Liam Best,2003-08-06,22.66
George Bilecki,2003-09-26,22.52
Denton Biller,2004-12-08,21.32
Sam Biller,2002-07-07,23.75
Alex Birge,2002-08-23,23.62
Pedro Blanco,2007-04-22,18.95
Bobby Blandford,2003-01-10,23.23
Harry Blum,2001-09-23,24.53
Harrison Bodendorf,2004-02-18,22.13
Caden Bodine,2003-12-02,22.34
Jarrette Bonet,2005-08-01,20.68
Enmanuel Bonilla,2006-01-22,20.2
Tyler Boudreau,2002-12-23,23.28
Tyler Bowen,2002-12-30,23.26
Sam Bower,2001-05-02,24.93
Jack Bowery,2003-07-19,22.71
Cody Bowker,2003-12-18,22.3
Gregory Bozzo,2002-04-11,23.98
David Bracho,2005-02-24,21.11
Jack Brannigan,2001-03-11,25.07
Corey Braun,2002-12-10,23.32
Ayendy Bravo,2007-01-24,19.2
Damian Bravo,2003-09-08,22.57
Alex Breckheimer,2003-09-12,22.56
Jake Brink,2003-05-11,22.9
Roldy Brito,2007-04-08,18.99
Jackson Brockett,2003-03-12,23.07
Michael Brooks,2002-02-25,24.11
Dylan Brown,2004-06-27,21.77
Dawson Brown,2001-06-28,24.77
Brooks Bryan,2004-07-14,21.72
Daniel Bucciero,2004-10-08,21.49
Blaine Bullard,2006-08-16,19.64
Griffin Burkholder,2005-08-30,20.6
Wes Burton,2000-12-17,25.3
Aiden Butler,2003-09-25,22.53
Diosfran Cabeza,2003-05-13,22.9
Aiven Cabral,2003-10-08,22.49
Roni Cabrera,2005-07-31,20.68
Yeremy Cabrera,2005-07-02,20.76
Juneiker Caceres,2007-08-15,18.64
Brandon Cain,2004-08-30,21.6
Jaeden Calderon,2005-09-17,20.55
Kevin Camacho,2005-02-10,21.15
Frank Camarillo,2004-02-03,22.17
Ali Camarillo,2003-05-15,22.89
Ichiro Cano,2005-02-07,21.16
Luke Cantwell,2003-01-14,23.22
Heriberto Caraballo,2005-02-18,21.13
Owen Carapellotti,2003-06-04,22.84
Luis Carias,2004-09-30,21.51
Michael Carico,2002-09-04,23.58
Billy Carlson,2006-07-29,19.69
Samuel Carpio,2003-05-06,22.92
Carlos Carra,2006-11-19,19.38
Nicolas Carreno,2006-06-09,19.82
Jesus Carrera,2004-11-27,21.35
Dylan Carter,2001-08-06,24.66
Greysen Carter,2002-12-15,23.3
Kevyn Castillo,2005-06-12,20.81
Walin Castillo,2005-01-02,21.25
Yeiferth Castillo,2006-11-18,19.38
Yolfran Castillo,2007-02-08,19.15
Felix Castro,2004-02-16,22.13
Pedro Catuy,2006-02-23,20.11
Argenis Cayama,2006-09-15,19.55
Ray Cebulski,2003-01-31,23.18
Felix Cepeda,2000-07-15,25.72
Javier Chacon,2002-12-24,23.28
Tyrelle Chadwick,2003-06-22,22.79
Joe Charles,2000-04-05,26.0
Alejandro Chiquillo,2002-12-06,23.33
Jose Chirinos,2004-10-16,21.47
Byron Chourio,2005-05-20,20.88
Kendry Chourio,2007-10-01,18.51
Winyer Chourio,2003-11-04,22.42
Charlie Christensen,2003-10-13,22.48
Drew Christo,2003-01-19,23.21
Junior Ciprian,2005-06-02,20.84
Derek Clark,2001-12-25,24.28
Seth Clausen,2003-03-08,23.08
Jake Clemente,2003-11-10,22.4
Ethan Cole,2003-11-26,22.36
Edgar Colon,2006-03-13,20.06
Thomas Conrad,2005-09-26,20.52
Jonah Conradt,2004-11-02,21.42
Trey Cooper,2002-12-09,23.32
Patrick Corbin,1989-07-19,36.71
Luis Corobo,2007-05-02,18.93
Yanzel Correa,2004-12-17,21.3
Richie Cortese,2003-04-22,22.95
Enniel Cortez,2006-05-01,19.93
Ricardo Cova,2004-05-24,21.86
Gabe Craig,2001-07-03,24.76
Aidan Cremarosa,2003-10-09,22.49
Dustin Crenshaw,2001-11-12,24.39
Will Cresswell,2003-08-18,22.63
Dylan Crooks,2003-03-03,23.09
Kerrington Cross,2002-04-15,23.97
Cade Crossland,2004-02-01,22.17
Juan Cruz,2004-09-09,21.57
Ronny Cruz,2006-08-24,19.61
Antoni Cuello,2002-11-07,23.41
Danyer Cueva,2004-05-27,21.86
Kayson Cunningham,2006-06-25,19.78
Yoniel Curet,2002-11-03,23.42
Mathieu Curtis,2004-08-24,21.61
Wilder Dalis,2006-07-30,19.68
Derek Datil,2005-11-09,20.4
Michael Dattalo,2004-01-22,22.2
Ian Daugherty,2002-10-07,23.49
